Método,Tipo,Tamanho,Execução,Tempo(ns)
Radix Sort,Crescente,1000,2,490200
Radix Sort,Crescente,1000,3,549200
Radix Sort,Crescente,1000,4,511500
Radix Sort,Crescente,1000,5,365800
Radix Sort,Crescente,1000,6,382500
Radix Sort,Crescente,1000,7,382000
Radix Sort,Crescente,1000,8,334900
Radix Sort,Crescente,1000,9,336700
Radix Sort,Crescente,1000,10,411100
Radix Sort,Crescente,10000,1,1443100
Radix Sort,Crescente,10000,2,772700
Radix Sort,Crescente,10000,3,750700
Radix Sort,Crescente,10000,4,863900
Radix Sort,Crescente,10000,5,808100
Radix Sort,Crescente,10000,6,749500
Radix Sort,Crescente,10000,7,565600
Radix Sort,Crescente,10000,8,532000
Radix Sort,Crescente,10000,9,563600
Radix Sort,Crescente,10000,10,555800
Radix Sort,Crescente,100000,1,7330700
Radix Sort,Crescente,100000,2,4452600
Radix Sort,Crescente,100000,3,3868600
Radix Sort,Crescente,100000,4,3656800
Radix Sort,Crescente,100000,5,3189400
Radix Sort,Crescente,100000,6,3325400
Radix Sort,Crescente,100000,7,3191000
Radix Sort,Crescente,100000,8,3261000
Radix Sort,Crescente,100000,9,3261100
Radix Sort,Crescente,100000,10,3223200
Radix Sort,Crescente,1000000,1,57242800
Radix Sort,Crescente,1000000,2,73434800
Radix Sort,Crescente,1000000,3,69464700
Radix Sort,Crescente,1000000,4,81696200
Radix Sort,Crescente,1000000,5,70066800
Radix Sort,Crescente,1000000,6,57697800
Radix Sort,Crescente,1000000,7,82502000
Radix Sort,Crescente,1000000,8,59602300
Radix Sort,Crescente,1000000,9,71904300
Radix Sort,Crescente,1000000,10,75330100
Método,Tipo,Tamanho,Execução,Tempo(ns)
Radix Sort,Decrescente,100,1,45100
Radix Sort,Decrescente,100,2,6000
Radix Sort,Decrescente,100,3,3600
Radix Sort,Decrescente,100,4,3300
Radix Sort,Decrescente,100,5,3200
Radix Sort,Decrescente,100,6,3300
Radix Sort,Decrescente,100,7,2800
Radix Sort,Decrescente,100,8,3000
Radix Sort,Decrescente,100,9,7600
Radix Sort,Decrescente,100,10,6900
Radix Sort,Decrescente,1000,1,37700
Radix Sort,Decrescente,1000,2,59100
Radix Sort,Decrescente,1000,3,49700
Radix Sort,Decrescente,1000,4,20500
Radix Sort,Decrescente,1000,5,22800
Radix Sort,Decrescente,1000,6,20800
Radix Sort,Decrescente,1000,7,20800
Radix Sort,Decrescente,1000,8,21500
Radix Sort,Decrescente,1000,9,21300
Radix Sort,Decrescente,1000,10,21200
Radix Sort,Decrescente,10000,1,300900
Radix Sort,Decrescente,10000,2,263400
Radix Sort,Decrescente,10000,3,246100
Radix Sort,Decrescente,10000,4,326600
Radix Sort,Decrescente,10000,5,262700
Radix Sort,Decrescente,10000,6,258400
Radix Sort,Decrescente,10000,7,303800
Radix Sort,Decrescente,10000,8,307200
Radix Sort,Decrescente,10000,9,248400
Radix Sort,Decrescente,10000,10,270400
Radix Sort,Decrescente,100000,1,32037400
Radix Sort,Decrescente,100000,2,3891800
Radix Sort,Decrescente,100000,3,3777100
Radix Sort,Decrescente,100000,4,4351100
Radix Sort,Decrescente,100000,5,3893800
Radix Sort,Decrescente,100000,6,3556900
Radix Sort,Decrescente,100000,7,4339900
Radix Sort,Decrescente,100000,8,4325200
Radix Sort,Decrescente,100000,9,3647300
Radix Sort,Decrescente,100000,10,3876400
Radix Sort,Decrescente,1000000,1,68710800
Radix Sort,Decrescente,1000000,2,72394000
Radix Sort,Decrescente,1000000,3,106967500
Radix Sort,Decrescente,1000000,4,101262400
Radix Sort,Decrescente,1000000,5,102017500
Radix Sort,Decrescente,1000000,6,60521100
Radix Sort,Decrescente,1000000,7,56987300
Radix Sort,Decrescente,1000000,8,67761800
Radix Sort,Decrescente,1000000,9,71969500
Radix Sort,Decrescente,1000000,10,60923600
Método,Tipo,Tamanho,Execução,Tempo(ns)
Radix Sort,Aleatório,100,1,23000
Radix Sort,Aleatório,100,2,10600
Radix Sort,Aleatório,100,3,8800
Radix Sort,Aleatório,100,4,8900
Radix Sort,Aleatório,100,5,9300
Radix Sort,Aleatório,100,6,7800
Radix Sort,Aleatório,100,7,7500
Radix Sort,Aleatório,100,8,7300
Radix Sort,Aleatório,100,9,6300
Radix Sort,Aleatório,100,10,6700
Radix Sort,Aleatório,1000,1,56800
Radix Sort,Aleatório,1000,2,60600
Radix Sort,Aleatório,1000,3,40600
Radix Sort,Aleatório,1000,4,107100
Radix Sort,Aleatório,1000,5,43900
Radix Sort,Aleatório,1000,6,35100
Radix Sort,Aleatório,1000,7,35400
Radix Sort,Aleatório,1000,8,35400
Radix Sort,Aleatório,1000,9,35500
Radix Sort,Aleatório,1000,10,33900
Radix Sort,Aleatório,10000,1,490900
Radix Sort,Aleatório,10000,2,392600
Radix Sort,Aleatório,10000,3,301200
Radix Sort,Aleatório,10000,4,289000
Radix Sort,Aleatório,10000,5,271900
Radix Sort,Aleatório,10000,6,498400
Radix Sort,Aleatório,10000,7,513700
Radix Sort,Aleatório,10000,8,418600
Radix Sort,Aleatório,10000,9,435300
Radix Sort,Aleatório,10000,10,463100
Radix Sort,Aleatório,100000,1,87618300
Radix Sort,Aleatório,100000,2,5632200
Radix Sort,Aleatório,100000,3,4656600
Radix Sort,Aleatório,100000,4,4887500
Radix Sort,Aleatório,100000,5,4794500
Radix Sort,Aleatório,100000,6,4663700
Radix Sort,Aleatório,100000,7,6803800
Radix Sort,Aleatório,100000,8,4610900
Radix Sort,Aleatório,100000,9,4865900
Radix Sort,Aleatório,100000,10,9342400
Radix Sort,Aleatório,1000000,1,230030500
Radix Sort,Aleatório,1000000,2,149067800
Radix Sort,Aleatório,1000000,3,210634800
Radix Sort,Aleatório,1000000,4,154907600
Radix Sort,Aleatório,1000000,5,168412800
Radix Sort,Aleatório,1000000,6,164339800
Radix Sort,Aleatório,1000000,7,151034600
Radix Sort,Aleatório,1000000,8,159036100
Radix Sort,Aleatório,1000000,9,164202700
Radix Sort,Aleatório,1000000,10,175164800
Método,Tipo,Tamanho,Execução,Tempo(ns)
Radix Sort,Repetidos,100,1,83900
Radix Sort,Repetidos,100,2,4800
Radix Sort,Repetidos,100,3,3400
Radix Sort,Repetidos,100,4,6500
Radix Sort,Repetidos,100,5,2800
Radix Sort,Repetidos,100,6,6800
Radix Sort,Repetidos,100,7,2800
Radix Sort,Repetidos,100,8,2300
Radix Sort,Repetidos,100,9,2700
Radix Sort,Repetidos,100,10,3300
Radix Sort,Repetidos,1000,1,20900
Radix Sort,Repetidos,1000,2,10800
Radix Sort,Repetidos,1000,3,17500
Radix Sort,Repetidos,1000,4,17100
Radix Sort,Repetidos,1000,5,18700
Radix Sort,Repetidos,1000,6,17500
Radix Sort,Repetidos,1000,7,20400
Radix Sort,Repetidos,1000,8,18300
Radix Sort,Repetidos,1000,9,17500
Radix Sort,Repetidos,1000,10,17000
Radix Sort,Repetidos,10000,1,260400
Radix Sort,Repetidos,10000,2,224500
Radix Sort,Repetidos,10000,3,204900
Radix Sort,Repetidos,10000,4,208000
Radix Sort,Repetidos,10000,5,231200
Radix Sort,Repetidos,10000,6,253000
Radix Sort,Repetidos,10000,7,243900
Radix Sort,Repetidos,10000,8,221500
Radix Sort,Repetidos,10000,9,249000
Radix Sort,Repetidos,10000,10,279900
Radix Sort,Repetidos,100000,1,38663200
Radix Sort,Repetidos,100000,2,3072700
Radix Sort,Repetidos,100000,3,3205000
Radix Sort,Repetidos,100000,4,3120400
Radix Sort,Repetidos,100000,5,3739200
Radix Sort,Repetidos,100000,6,3150300
Radix Sort,Repetidos,100000,7,3212500
Radix Sort,Repetidos,100000,8,3151000
Radix Sort,Repetidos,100000,9,3419400
Radix Sort,Repetidos,100000,10,3211800
Radix Sort,Repetidos,1000000,1,48422100
Radix Sort,Repetidos,1000000,2,35702100
Radix Sort,Repetidos,1000000,3,45636700
Radix Sort,Repetidos,1000000,4,57832400
Radix Sort,Repetidos,1000000,5,61192000
Radix Sort,Repetidos,1000000,6,39769900
Radix Sort,Repetidos,1000000,7,35716800
Radix Sort,Repetidos,1000000,8,55100600
Radix Sort,Repetidos,1000000,9,38055200
Radix Sort,Repetidos,1000000,10,36075500
Método,Tipo,Tamanho,Execução,Tempo(ns)
Counting Sort,Crescente,100,1,1254700
Counting Sort,Crescente,100,2,176200
Counting Sort,Crescente,100,3,139800
Counting Sort,Crescente,100,4,216700
Counting Sort,Crescente,100,5,70600
Counting Sort,Crescente,100,6,66500
Counting Sort,Crescente,100,7,47200
Counting Sort,Crescente,100,8,47600
Counting Sort,Crescente,100,9,60600
Counting Sort,Crescente,100,10,46900
Counting Sort,Crescente,1000,1,434100
Counting Sort,Crescente,1000,2,413000
Counting Sort,Crescente,1000,3,600700
Counting Sort,Crescente,1000,4,485400
Counting Sort,Crescente,1000,5,428600
Counting Sort,Crescente,1000,6,383600
Counting Sort,Crescente,1000,7,290600
Counting Sort,Crescente,1000,8,252800
Counting Sort,Crescente,1000,9,274100
Counting Sort,Crescente,1000,10,271100
Counting Sort,Crescente,10000,1,2305900
Counting Sort,Crescente,10000,2,1543600
Counting Sort,Crescente,10000,3,861000
Counting Sort,Crescente,10000,4,838900
Counting Sort,Crescente,10000,5,593200
Counting Sort,Crescente,10000,6,248700
Counting Sort,Crescente,10000,7,236100
Counting Sort,Crescente,10000,8,308100
Counting Sort,Crescente,10000,9,250000
Counting Sort,Crescente,10000,10,238900
Counting Sort,Crescente,100000,1,1971700
Counting Sort,Crescente,100000,2,1900800
Counting Sort,Crescente,100000,3,2031500
Counting Sort,Crescente,100000,4,1857900
Counting Sort,Crescente,100000,5,1843300
Counting Sort,Crescente,100000,6,1614200
Counting Sort,Crescente,100000,7,1973600
Counting Sort,Crescente,100000,8,1708300
Counting Sort,Crescente,100000,9,1979200
Counting Sort,Crescente,100000,10,1592600
Counting Sort,Crescente,1000000,1,14265900
Counting Sort,Crescente,1000000,2,13592200
Counting Sort,Crescente,1000000,3,13925300
Counting Sort,Crescente,1000000,4,12055700
Counting Sort,Crescente,1000000,5,11431000
Counting Sort,Crescente,1000000,6,12067100
Counting Sort,Crescente,1000000,7,12318700
Counting Sort,Crescente,1000000,8,29610200
Counting Sort,Crescente,1000000,9,12717400
Counting Sort,Crescente,1000000,10,13287500
Método,Tipo,Tamanho,Execução,Tempo(ns)
Counting Sort,Decrescente,100,1,22200
Counting Sort,Decrescente,100,2,6500
Counting Sort,Decrescente,100,3,5500
Counting Sort,Decrescente,100,4,7200
Counting Sort,Decrescente,100,5,10100
Counting Sort,Decrescente,100,6,7500
Counting Sort,Decrescente,100,7,6100
Counting Sort,Decrescente,100,8,5800
Counting Sort,Decrescente,100,9,4600
Counting Sort,Decrescente,100,10,8200
Counting Sort,Decrescente,1000,1,17300
Counting Sort,Decrescente,1000,2,17400
Counting Sort,Decrescente,1000,3,19400
Counting Sort,Decrescente,1000,4,23100
Counting Sort,Decrescente,1000,5,17400
Counting Sort,Decrescente,1000,6,17500
Counting Sort,Decrescente,1000,7,18000
Counting Sort,Decrescente,1000,8,17700
Counting Sort,Decrescente,1000,9,17200
Counting Sort,Decrescente,1000,10,18100
Counting Sort,Decrescente,10000,1,160500
Counting Sort,Decrescente,10000,2,103900
Counting Sort,Decrescente,10000,3,97900
Counting Sort,Decrescente,10000,4,97700
Counting Sort,Decrescente,10000,5,93800
Counting Sort,Decrescente,10000,6,95500
Counting Sort,Decrescente,10000,7,92300
Counting Sort,Decrescente,10000,8,112400
Counting Sort,Decrescente,10000,9,95900
Counting Sort,Decrescente,10000,10,97300
Counting Sort,Decrescente,100000,1,1175200
Counting Sort,Decrescente,100000,2,1110100
Counting Sort,Decrescente,100000,3,1228300
Counting Sort,Decrescente,100000,4,1006500
Counting Sort,Decrescente,100000,5,926800
Counting Sort,Decrescente,100000,6,1387000
Counting Sort,Decrescente,100000,7,1010600
Counting Sort,Decrescente,100000,8,1386600
Counting Sort,Decrescente,100000,9,999100
Counting Sort,Decrescente,100000,10,907000
Counting Sort,Decrescente,1000000,1,24924000
Counting Sort,Decrescente,1000000,2,12619400
Counting Sort,Decrescente,1000000,3,13236600
Counting Sort,Decrescente,1000000,4,12621400
Counting Sort,Decrescente,1000000,5,12490600
Counting Sort,Decrescente,1000000,6,12217600
Counting Sort,Decrescente,1000000,7,27413100
Counting Sort,Decrescente,1000000,8,14143100
Counting Sort,Decrescente,1000000,9,12888000
Counting Sort,Decrescente,1000000,10,12826000
Método,Tipo,Tamanho,Execução,Tempo(ns)
Counting Sort,Aleatório,100,1,14000
Counting Sort,Aleatório,100,2,3000
Counting Sort,Aleatório,100,3,2600
Counting Sort,Aleatório,100,4,10600
Counting Sort,Aleatório,100,5,5300
Counting Sort,Aleatório,100,6,4200
Counting Sort,Aleatório,100,7,4500
Counting Sort,Aleatório,100,8,6400
Counting Sort,Aleatório,100,9,9900
Counting Sort,Aleatório,100,10,6800
Counting Sort,Aleatório,1000,1,42300
Counting Sort,Aleatório,1000,2,45300
Counting Sort,Aleatório,1000,3,25200
Counting Sort,Aleatório,1000,4,14500
Counting Sort,Aleatório,1000,5,12600
Counting Sort,Aleatório,1000,6,12500
Counting Sort,Aleatório,1000,7,13100
Counting Sort,Aleatório,1000,8,13900
Counting Sort,Aleatório,1000,9,13800
Counting Sort,Aleatório,1000,10,13200
Counting Sort,Aleatório,10000,1,124200
Counting Sort,Aleatório,10000,2,127800
Counting Sort,Aleatório,10000,3,165300
Counting Sort,Aleatório,10000,4,122900
Counting Sort,Aleatório,10000,5,122900
Counting Sort,Aleatório,10000,6,124400
Counting Sort,Aleatório,10000,7,121600
Counting Sort,Aleatório,10000,8,118900
Counting Sort,Aleatório,10000,9,121800
Counting Sort,Aleatório,10000,10,118100
Counting Sort,Aleatório,100000,1,2600100
Counting Sort,Aleatório,100000,2,2389800
Counting Sort,Aleatório,100000,3,1576400
Counting Sort,Aleatório,100000,4,2078800
Counting Sort,Aleatório,100000,5,2001600
Counting Sort,Aleatório,100000,6,2231000
Counting Sort,Aleatório,100000,7,2764800
Counting Sort,Aleatório,100000,8,1820100
Counting Sort,Aleatório,100000,9,1611000
Counting Sort,Aleatório,100000,10,1825500
Counting Sort,Aleatório,1000000,1,39758600
Counting Sort,Aleatório,1000000,2,41294200
Counting Sort,Aleatório,1000000,3,28548000
Counting Sort,Aleatório,1000000,4,47360800
Counting Sort,Aleatório,1000000,5,48046600
Counting Sort,Aleatório,1000000,6,28714000
Counting Sort,Aleatório,1000000,7,27592300
Counting Sort,Aleatório,1000000,8,25850900
Counting Sort,Aleatório,1000000,9,44522600
Counting Sort,Aleatório,1000000,10,26723900
Método,Tipo,Tamanho,Execução,Tempo(ns)
Counting Sort,Repetidos,100,1,12600
Counting Sort,Repetidos,100,2,3300
Counting Sort,Repetidos,100,3,2700
Counting Sort,Repetidos,100,4,2600
Counting Sort,Repetidos,100,5,2600
Counting Sort,Repetidos,100,6,2700
Counting Sort,Repetidos,100,7,2900
Counting Sort,Repetidos,100,8,2700
Counting Sort,Repetidos,100,9,2400
Counting Sort,Repetidos,100,10,2900
Counting Sort,Repetidos,1000,1,12500
Counting Sort,Repetidos,1000,2,12700
Counting Sort,Repetidos,1000,3,13400
Counting Sort,Repetidos,1000,4,16400
Counting Sort,Repetidos,1000,5,13100
Counting Sort,Repetidos,1000,6,25600
Counting Sort,Repetidos,1000,7,26500
Counting Sort,Repetidos,1000,8,13600
Counting Sort,Repetidos,1000,9,13300
Counting Sort,Repetidos,1000,10,13500
Counting Sort,Repetidos,10000,1,115200
Counting Sort,Repetidos,10000,2,106900
Counting Sort,Repetidos,10000,3,97700
Counting Sort,Repetidos,10000,4,97800
Counting Sort,Repetidos,10000,5,101800
Counting Sort,Repetidos,10000,6,103200
Counting Sort,Repetidos,10000,7,114900
Counting Sort,Repetidos,10000,8,94100
Counting Sort,Repetidos,10000,9,96900
Counting Sort,Repetidos,10000,10,92900
Counting Sort,Repetidos,100000,1,1116000
Counting Sort,Repetidos,100000,2,1032200
Counting Sort,Repetidos,100000,3,1113600
Counting Sort,Repetidos,100000,4,1915300
Counting Sort,Repetidos,100000,5,1002300
Counting Sort,Repetidos,100000,6,1682400
Counting Sort,Repetidos,100000,7,1310800
Counting Sort,Repetidos,100000,8,1009700
Counting Sort,Repetidos,100000,9,1143700
Counting Sort,Repetidos,100000,10,1100200
Counting Sort,Repetidos,1000000,1,13367800
Counting Sort,Repetidos,1000000,2,47332600
Counting Sort,Repetidos,1000000,3,12519900
Counting Sort,Repetidos,1000000,4,12320500
Counting Sort,Repetidos,1000000,5,12353800
Counting Sort,Repetidos,1000000,6,12498500
Counting Sort,Repetidos,1000000,7,13222000
Counting Sort,Repetidos,1000000,8,13076600
Counting Sort,Repetidos,1000000,9,41567200
Counting Sort,Repetidos,1000000,10,10871100
Método,Tipo,Tamanho,Execução,Tempo(ns)
Merge Sort,Repetidos,100,1,476300
Merge Sort,Repetidos,100,2,448100
Merge Sort,Repetidos,100,3,282700
Merge Sort,Repetidos,100,4,205400
Merge Sort,Repetidos,100,5,168900
Merge Sort,Repetidos,100,6,127700
Merge Sort,Repetidos,100,7,90100
Merge Sort,Repetidos,100,8,94400
Merge Sort,Repetidos,100,9,101700
Merge Sort,Repetidos,100,10,94200
Merge Sort,Repetidos,1000,1,850300
Merge Sort,Repetidos,1000,2,4401700
Merge Sort,Repetidos,1000,3,910900
Merge Sort,Repetidos,1000,4,1018100
Merge Sort,Repetidos,1000,5,916300
Merge Sort,Repetidos,1000,6,860700
Merge Sort,Repetidos,1000,7,462500
Merge Sort,Repetidos,1000,8,2401200
Merge Sort,Repetidos,1000,9,1341200
Merge Sort,Repetidos,1000,10,1134000
Merge Sort,Repetidos,10000,1,9015700
Merge Sort,Repetidos,10000,2,10658700
Merge Sort,Repetidos,10000,3,8516200
Merge Sort,Repetidos,10000,4,8443900
Merge Sort,Repetidos,10000,5,10072900
Merge Sort,Repetidos,10000,6,10528500
Merge Sort,Repetidos,10000,7,10870300
Merge Sort,Repetidos,10000,8,6497600
Merge Sort,Repetidos,10000,9,3354400
Merge Sort,Repetidos,10000,10,3315500
Merge Sort,Repetidos,100000,1,47130600
Merge Sort,Repetidos,100000,2,26111300
Merge Sort,Repetidos,100000,3,20058200
Merge Sort,Repetidos,100000,4,31505900
Merge Sort,Repetidos,100000,5,15298600
Merge Sort,Repetidos,100000,6,13529100
Merge Sort,Repetidos,100000,7,17246900
Merge Sort,Repetidos,100000,8,16975400
Merge Sort,Repetidos,100000,9,16016600
Merge Sort,Repetidos,100000,10,22555100
Merge Sort,Repetidos,1000000,1,247575600
Merge Sort,Repetidos,1000000,2,200373400
Merge Sort,Repetidos,1000000,3,219459000
Merge Sort,Repetidos,1000000,4,197493600
Merge Sort,Repetidos,1000000,5,173642300
Merge Sort,Repetidos,1000000,6,272014900
Merge Sort,Repetidos,1000000,7,197834700
Merge Sort,Repetidos,1000000,8,186913800
Merge Sort,Repetidos,1000000,9,168910400
Merge Sort,Repetidos,1000000,10,348116800
Método,Tipo,Tamanho,Execução,Tempo(ns)
Bubble Sort,Crescente,100,1,1062300
Bubble Sort,Crescente,100,2,481600
Bubble Sort,Crescente,100,3,378700
Bubble Sort,Crescente,100,4,551000
Bubble Sort,Crescente,100,5,353600
Bubble Sort,Crescente,100,6,360100
Bubble Sort,Crescente,100,7,471000
Bubble Sort,Crescente,100,8,448500
Bubble Sort,Crescente,100,9,731800
Bubble Sort,Crescente,100,10,480600
Bubble Sort,Crescente,1000,1,5226100
Bubble Sort,Crescente,1000,2,6751800
Bubble Sort,Crescente,1000,3,4767600
Bubble Sort,Crescente,1000,4,3880700
Bubble Sort,Crescente,1000,5,437400
Bubble Sort,Crescente,1000,6,765000
Bubble Sort,Crescente,1000,7,432300
Bubble Sort,Crescente,1000,8,435400
Bubble Sort,Crescente,1000,9,450200
Bubble Sort,Crescente,1000,10,433700
Bubble Sort,Crescente,10000,1,54643700
Bubble Sort,Crescente,10000,2,48727400
Bubble Sort,Crescente,10000,3,49499100
Bubble Sort,Crescente,10000,4,55411700
Bubble Sort,Crescente,10000,5,50576100
Bubble Sort,Crescente,10000,6,51258200
Bubble Sort,Crescente,10000,7,50491900
Bubble Sort,Crescente,10000,8,47417000
Bubble Sort,Crescente,10000,9,56975500
Bubble Sort,Crescente,10000,10,59306200
Bubble Sort,Crescente,100000,1,4896168000
Bubble Sort,Crescente,100000,2,5219145800
Bubble Sort,Crescente,100000,3,5227407500
Bubble Sort,Crescente,100000,4,5417363800
Bubble Sort,Crescente,100000,5,5676283300
Bubble Sort,Crescente,100000,6,5054838600
Bubble Sort,Crescente,100000,7,5512835300
Bubble Sort,Crescente,100000,8,5250570300
Bubble Sort,Crescente,100000,9,5207582900
Bubble Sort,Crescente,100000,10,6930141200
Bubble Sort,Crescente,1000000,1,712778320000
Bubble Sort,Crescente,1000000,2,747516634900
Bubble Sort,Crescente,1000000,3,744584084200
Bubble Sort,Crescente,1000000,4,803769750000
Bubble Sort,Crescente,1000000,5,747566904000
Bubble Sort,Crescente,1000000,6,720874165000
Bubble Sort,Crescente,1000000,7,646981045000
Bubble Sort,Crescente,1000000,8,710732533800
Bubble Sort,Crescente,1000000,9,338540377100
Bubble Sort,Crescente,1000000,10,344770517500
Método,Tipo,Tamanho,Execução,Tempo(ns)
Bubble Sort,Repetidos,100,1,477000
Bubble Sort,Repetidos,100,2,230800
Bubble Sort,Repetidos,100,3,215300
Bubble Sort,Repetidos,100,4,285000
Bubble Sort,Repetidos,100,5,194400
Bubble Sort,Repetidos,100,6,194600
Bubble Sort,Repetidos,100,7,193800
Bubble Sort,Repetidos,100,8,197400
Bubble Sort,Repetidos,100,9,210600
Bubble Sort,Repetidos,100,10,237000
Bubble Sort,Repetidos,1000,1,3724500
Bubble Sort,Repetidos,1000,2,3163600
Bubble Sort,Repetidos,1000,3,481300
Bubble Sort,Repetidos,1000,4,2055200
Bubble Sort,Repetidos,1000,5,2073100
Bubble Sort,Repetidos,1000,6,331700
Bubble Sort,Repetidos,1000,7,329100
Bubble Sort,Repetidos,1000,8,331200
Bubble Sort,Repetidos,1000,9,333400
Bubble Sort,Repetidos,1000,10,332400
Bubble Sort,Repetidos,10000,1,33811800
Bubble Sort,Repetidos,10000,2,33216500
Bubble Sort,Repetidos,10000,3,32949600
Bubble Sort,Repetidos,10000,4,33193300
Bubble Sort,Repetidos,10000,5,29404600
Bubble Sort,Repetidos,10000,6,29214700
Bubble Sort,Repetidos,10000,7,30709200
Bubble Sort,Repetidos,10000,8,29730200
Bubble Sort,Repetidos,10000,9,30177300
Bubble Sort,Repetidos,10000,10,30302200
Bubble Sort,Repetidos,100000,1,3046368700
Bubble Sort,Repetidos,100000,2,3198709400
Bubble Sort,Repetidos,100000,3,3034560400
Bubble Sort,Repetidos,100000,4,3145947100
Bubble Sort,Repetidos,100000,5,3136611500
Bubble Sort,Repetidos,100000,6,3210702400
Bubble Sort,Repetidos,100000,7,3035216800
Bubble Sort,Repetidos,100000,8,3158368900
Bubble Sort,Repetidos,100000,9,3661287700
Bubble Sort,Repetidos,100000,10,4876334000
Bubble Sort,Repetidos,1000000,1,351387420800
Bubble Sort,Repetidos,1000000,2,351814489900
Bubble Sort,Repetidos,1000000,3,363560260600
Bubble Sort,Repetidos,1000000,4,295544096300
Bubble Sort,Repetidos,1000000,5,357377703500
Bubble Sort,Repetidos,1000000,6,352575663300
Bubble Sort,Repetidos,1000000,7,364004172100
Bubble Sort,Repetidos,1000000,8,364217781500
Bubble Sort,Repetidos,1000000,9,323578414000
Bubble Sort,Repetidos,1000000,10,352672920600
Método,Tipo,Tamanho,Execução,Tempo(ns)
Bubble Sort,Decrescente,100,1,609700
Bubble Sort,Decrescente,100,2,497800
Bubble Sort,Decrescente,100,3,382500
Bubble Sort,Decrescente,100,4,383000
Bubble Sort,Decrescente,100,5,430200
Bubble Sort,Decrescente,100,6,429700
Bubble Sort,Decrescente,100,7,435300
Bubble Sort,Decrescente,100,8,454600
Bubble Sort,Decrescente,100,9,443100
Bubble Sort,Decrescente,100,10,435600
Bubble Sort,Decrescente,1000,1,6474200
Bubble Sort,Decrescente,1000,2,35438100
Bubble Sort,Decrescente,1000,3,2219700
Bubble Sort,Decrescente,1000,4,2244300
Bubble Sort,Decrescente,1000,5,2201800
Bubble Sort,Decrescente,1000,6,2206800
Bubble Sort,Decrescente,1000,7,2372100
Bubble Sort,Decrescente,1000,8,2219900
Bubble Sort,Decrescente,1000,9,2681700
Bubble Sort,Decrescente,1000,10,3206000
Bubble Sort,Decrescente,10000,1,171614400
Bubble Sort,Decrescente,10000,2,175742600
Bubble Sort,Decrescente,10000,3,171494500
Bubble Sort,Decrescente,10000,4,170476400
Bubble Sort,Decrescente,10000,5,175549500
Bubble Sort,Decrescente,10000,6,174806400
Bubble Sort,Decrescente,10000,7,170531700
Bubble Sort,Decrescente,10000,8,169679900
Bubble Sort,Decrescente,10000,9,172798400
Bubble Sort,Decrescente,10000,10,171584100
Bubble Sort,Decrescente,100000,1,17951361100
Bubble Sort,Decrescente,100000,2,18003972000
Bubble Sort,Decrescente,100000,3,19317398600
Bubble Sort,Decrescente,100000,4,25559000100
Bubble Sort,Decrescente,100000,5,25980865600
Bubble Sort,Decrescente,100000,6,25344057000
Bub